,RecordID,StateCode,LabelerCode,ProductCode,PackageSize,PeriodCovered,FDAListName,UnitsReimbursed,NumberRx,TotalAmountReimbursed,MedicaidAmountReimbursed,Non-MedicaidAmountReimbursed
151856,MCOU,XX,186.0,610.0,1.0,20134.0,PRILOSEC F,11318.0,272.0,65324.3,57904.19,7420.11
185383,MCOU,XX,10019.0,610.0,1.0,20131.0,CEFAZOLIN ,26.0,12.0,229.48,229.48,0.0
185384,MCOU,XX,10019.0,610.0,1.0,20132.0,CEFAZOLIN ,7.0,7.0,20.0,20.0,0.0
185385,MCOU,XX,10019.0,610.0,1.0,20133.0,CEFAZOLIN ,3.0,3.0,4.04,4.04,0.0
185386,MCOU,XX,10019.0,610.0,10.0,20131.0,CEFAZOLIN ,3.0,2.0,2.42,2.42,0.0
189590,MCOU,XX,16252.0,610.0,1.0,20131.0,MOEXIPRIL ,270.0,9.0,187.9,187.9,0.0
189591,MCOU,XX,16252.0,610.0,1.0,20132.0,MOEXIPRIL ,330.0,11.0,268.61,268.61,0.0
189592,MCOU,XX,16252.0,610.0,1.0,20134.0,MOEXIPRIL ,30.0,1.0,21.32,21.32,0.0
195464,MCOU,XX,28595.0,610.0,1.0,20131.0,NY-TANNIC ,30.0,1.0,32.4,32.4,0.0
199615,MCOU,XX,38779.0,610.0,5.0,20131.0,COAL TAR T,1073.358,6.0,98.0,98.0,0.0
199616,MCOU,XX,38779.0,610.0,5.0,20132.0,COAL TAR T,0.579,6.0,903.99,903.99,0.0
199617,MCOU,XX,38779.0,610.0,5.0,20133.0,COAL TAR T,99.79799999999999,4.0,68.34,68.34,0.0
199618,MCOU,XX,38779.0,610.0,5.0,20134.0,COAL TAR T,543.15,8.0,414.37,414.37,0.0
199619,MCOU,XX,38779.0,610.0,8.0,20131.0,COAL TAR T,0.06,1.0,21.16,21.16,0.0
199620,MCOU,XX,38779.0,610.0,8.0,20134.0,COAL TAR  ,519.2,2.0,123.07,123.07,0.0
201899,MCOU,XX,43538.0,610.0,60.0,20131.0,MORGIDOX 1,70.0,4.0,10.5,10.5,0.0
201900,MCOU,XX,43538.0,610.0,60.0,20132.0,MORGIDOX 2,90.0,2.0,561.01,561.01,0.0
201901,MCOU,XX,43538.0,610.0,60.0,20133.0,MORGIDOX 1,90.0,12.0,273.96,254.03,19.93
201902,MCOU,XX,43538.0,610.0,60.0,20134.0,MORGIDOX 1,261.0,22.0,1065.86,1012.99,52.87
206300,MCOU,XX,49348.0,610.0,36.0,20131.0,SM CALDYPH,714.0,4.0,13.86,13.86,0.0
206301,MCOU,XX,49348.0,610.0,36.0,20132.0,SM CALDYPH,1782.0,10.0,34.53,34.53,0.0
206302,MCOU,XX,49348.0,610.0,36.0,20133.0,CALDYPHEN ,1887.0,11.0,37.1,37.1,0.0
206303,MCOU,XX,49348.0,610.0,36.0,20134.0,CALDYPHEN ,534.0,3.0,11.81,11.81,0.0
223363,MCOU,XX,58980.0,610.0,30.0,20131.0,UREA 20% C,11165.1,114.0,1334.28,1315.03,19.25
223364,MCOU,XX,58980.0,610.0,30.0,20132.0,UREA 20% C,5185.17,62.0,688.91,662.59,26.32
223365,MCOU,XX,58980.0,610.0,30.0,20133.0,UREA 20% C,7655.085,78.0,943.61,926.01,17.6
223366,MCOU,XX,58980.0,610.0,30.0,20134.0,UREA 20% C,8880.118,83.0,1255.24,1219.76,35.48
226524,MCOU,XX,60432.0,610.0,8.0,20131.0,ACETAMINOP,240.0,1.0,5.12,5.12,0.0
240625,MCOU,XX,64764.0,610.0,10.0,20131.0,OMONTYS   ,1.5,3.0,5408.4,5408.4,0.0
240626,MCOU,XX,64764.0,610.0,10.0,20132.0,OMONTYS   ,0.2,1.0,181.4,181.4,0.0
240627,MCOU,XX,64764.0,610.0,10.0,20133.0,OMONTYS   ,0.5,1.0,453.5,453.5,0.0
240628,MCOU,XX,64764.0,610.0,10.0,20134.0,OMONTYS   ,6.6,2.0,1076.26,596.07,480.19
247358,MCOU,XX,68040.0,610.0,14.0,20131.0,VASCULERA ,27.0,1.0,72.73,72.73,0.0
247359,MCOU,XX,68040.0,610.0,14.0,20133.0,VASCULERA ,90.0,3.0,231.61,231.61,0.0
247360,MCOU,XX,68040.0,610.0,14.0,20134.0,VASCULERA ,150.0,4.0,387.27,387.27,0.0
4678,FFSU,XX,45.0,640.0,65.0,20131.0,TOPAMAX   ,1.0,1.0,7.82,7.82,0.0
27616,FFSU,XX,338.0,640.0,2.0,20132.0,DEXTROSE 1,5.0,1.0,16.06,16.06,0.0
49652,FFSU,XX,713.0,640.0,15.0,20131.0,HALOBETASO,3380.0,110.0,2419.12,2320.7,98.42
49653,FFSU,XX,713.0,640.0,15.0,20132.0,HALOBETASO,3440.0,112.0,2669.01,2608.06,60.95
49654,FFSU,XX,713.0,640.0,15.0,20133.0,HALOBETASO,3645.0,122.0,5483.39,5178.93,304.46
49655,FFSU,XX,713.0,640.0,15.0,20134.0,HALOBETASO,2965.0,102.0,5942.98,5417.03,525.95
49656,FFSU,XX,713.0,640.0,86.0,20131.0,HALOBETASO,22860.0,390.0,15598.54,15110.35,488.19
49657,FFSU,XX,713.0,640.0,86.0,20132.0,HALOBETASO,23060.0,411.0,18179.4,17277.39,902.01
49658,FFSU,XX,713.0,640.0,86.0,20133.0,HALOBETASO,23570.0,405.0,36541.2,35493.75,1047.45
49659,FFSU,XX,713.0,640.0,86.0,20134.0,HALOBETASO,18830.0,335.0,36213.15,35596.1,617.05
61316,FFSU,XX,13811.0,640.0,30.0,20134.0,Roprinirol,30.0,1.0,134.28,131.28,3.0
64541,FFSU,XX,17478.0,640.0,10.0,20131.0,FLURESS EY,5.0,1.0,5.5,5.5,0.0
72511,FFSU,XX,38779.0,640.0,1.0,20131.0,SODIUM BIC,4480.9220000000005,206.0,2467.53,914.85,1552.68
72512,FFSU,XX,38779.0,640.0,1.0,20132.0,SODIUM BIC,5207.99,242.0,831.32,585.48,245.84
72513,FFSU,XX,38779.0,640.0,1.0,20133.0,SODIUM BIC,5529.784000000001,223.0,354.68,324.77,29.91
72514,FFSU,XX,38779.0,640.0,1.0,20134.0,SODIUM BIC,5415.544,194.0,245.13,219.22,25.91
72515,FFSU,XX,38779.0,640.0,8.0,20131.0,SODIUM BIC,16344.598999999998,746.0,5370.49,2797.85,2572.64
72516,FFSU,XX,38779.0,640.0,8.0,20132.0,SODIUM BIC,9558.9,374.0,4957.29,1322.24,3635.05
72517,FFSU,XX,38779.0,640.0,8.0,20133.0,SODIUM BIC,11942.89,448.0,4651.7,1372.31,3279.39
72518,FFSU,XX,38779.0,640.0,8.0,20134.0,SODIUM BIC,13005.883999999998,479.0,5080.72,1754.65,3326.07
72519,FFSU,XX,38779.0,640.0,9.0,20131.0,SODIUM BIC,958.8539999999999,56.0,222.57,220.44,2.13
72520,FFSU,XX,38779.0,640.0,9.0,20132.0,SODIUM BIC,1058.4,43.0,152.27,150.98,1.29
72521,FFSU,XX,38779.0,640.0,9.0,20133.0,SODIUM BIC,798.112,51.0,133.17,129.25,3.92
72522,FFSU,XX,38779.0,640.0,9.0,20134.0,SODIUM BIC,1163.211,56.0,240.76,231.84,8.92
78487,FFSU,XX,49230.0,640.0,21.0,20131.0,PHOSLO 667,43788.0,300.0,32494.42,32421.07,73.35
78488,FFSU,XX,49230.0,640.0,21.0,20132.0,PHOSLO 667,43882.0,317.0,33421.84,33293.6,128.24
78489,FFSU,XX,49230.0,640.0,21.0,20133.0,PHOSLO 667,41380.0,311.0,30774.15,30759.15,15.0
78490,FFSU,XX,49230.0,640.0,21.0,20134.0,PHOSLO 667,25492.0,197.0,19213.07,19054.71,158.36
80278,FFSU,XX,49502.0,640.0,15.0,20131.0,SODIUM CHL,3600.0,4.0,165.56,153.56,12.0
80279,FFSU,XX,49502.0,640.0,15.0,20132.0,SODIUM CHL,1650.0,2.0,79.19,76.19,3.0
81455,FFSU,XX,49884.0,640.0,1.0,20131.0,METHIMAZOL,182117.5,3891.0,55392.46,52319.1,3073.36
81456,FFSU,XX,49884.0,640.0,1.0,20132.0,METHIMAZOL,190335.0,4028.0,57067.33,53665.04,3402.29
81457,FFSU,XX,49884.0,640.0,1.0,20133.0,METHIMAZOL,197476.5,4081.0,60199.85,57097.25,3102.6
81458,FFSU,XX,49884.0,640.0,1.0,20134.0,METHIMAZOL,186828.0,3961.0,54573.68,52097.82,2475.86
83840,FFSU,XX,50458.0,640.0,65.0,20131.0,TOPAMAX 50,113858.0,1319.0,712854.67,650815.96,62038.71
83841,FFSU,XX,50458.0,640.0,65.0,20132.0,TOPAMAX 50,113701.0,1294.0,717627.48,641396.44,76231.04
83842,FFSU,XX,50458.0,640.0,65.0,20133.0,TOPAMAX 50,113701.0,1286.0,750325.2,670703.48,79621.72
83843,FFSU,XX,50458.0,640.0,65.0,20134.0,TOPAMAX 50,106640.5,1192.0,709025.01,647705.77,61319.24
93514,FFSU,XX,55111.0,640.0,1.0,20131.0,MEPROBAMAT,832.0,17.0,806.17,693.63,112.54
93515,FFSU,XX,55111.0,640.0,1.0,20132.0,MEPROBAMAT,1346.0,22.0,1468.34,1256.31,212.03
93516,FFSU,XX,55111.0,640.0,1.0,20133.0,MEPROBAMAT,1440.0,13.0,1461.78,1459.78,2.0
93517,FFSU,XX,55111.0,640.0,1.0,20134.0,MEPROBAMAT,2025.0,13.0,2399.99,2399.99,0.0
97116,FFSU,XX,59148.0,640.0,23.0,20131.0,ABILIFY DI,25007.0,764.0,622030.03,558876.83,63153.2
97117,FFSU,XX,59148.0,640.0,23.0,20132.0,ABILIFY DI,25024.0,691.0,646494.07,582483.12,64010.95
97118,FFSU,XX,59148.0,640.0,23.0,20133.0,ABILIFY DI,26908.0,742.0,720052.25,662162.38,57889.87
97119,FFSU,XX,59148.0,640.0,23.0,20134.0,ABILIFY DI,26211.0,732.0,704845.55,651747.66,53097.89
104836,FFSU,XX,62037.0,640.0,1.0,20131.0,OMEPRAZOLE,56669.15,1788.0,41098.58,40214.81,883.77
104837,FFSU,XX,62037.0,640.0,1.0,20132.0,OMEPRAZOLE,58374.45,1797.0,40605.4,39819.85,785.55
104838,FFSU,XX,62037.0,640.0,1.0,20133.0,OMEPRAZOLE,59322.25,1795.0,39297.56,38469.57,827.99
104839,FFSU,XX,62037.0,640.0,1.0,20134.0,OMEPRAZOLE,61632.155999999995,1882.0,37448.88,36542.72,906.16
104840,FFSU,XX,62037.0,640.0,10.0,20131.0,OMEPRAZOLE,38271.0,1186.0,22701.33,21778.68,922.65
104841,FFSU,XX,62037.0,640.0,10.0,20132.0,OMEPRAZOLE,62936.0,1977.0,32464.64,31368.25,1096.39
104842,FFSU,XX,62037.0,640.0,10.0,20133.0,OMEPRAZOLE,72626.0,2248.0,34866.01,34072.04,793.97
104843,FFSU,XX,62037.0,640.0,10.0,20134.0,OMEPRAZOLE,77538.0,2429.0,35283.25,34338.86,944.39
104844,FFSU,XX,62037.0,640.0,30.0,20131.0,OMEPRAZOLE,89227.0,2546.0,54294.83,52393.99,1900.84
104845,FFSU,XX,62037.0,640.0,30.0,20132.0,OMEPRAZOLE,48683.0,1457.0,26283.61,25723.26,560.35
104846,FFSU,XX,62037.0,640.0,30.0,20133.0,OMEPRAZOLE,31004.75,953.0,15409.16,15128.59,280.57
104847,FFSU,XX,62037.0,640.0,30.0,20134.0,OMEPRAZOLE,44983.25,1365.0,20219.9,19666.67,553.23
112320,FFSU,XX,64376.0,640.0,16.0,20131.0,HYDROCODON,191719.21,799.0,48769.62,44442.13,4327.49
112321,FFSU,XX,64376.0,640.0,16.0,20132.0,HYDROCODON,335188.575,1320.0,79774.29,73557.01,6217.28
112322,FFSU,XX,64376.0,640.0,16.0,20133.0,HYDROCODON,1663911.551,7974.0,391544.78,377895.3,13649.48
112323,FFSU,XX,64376.0,640.0,16.0,20134.0,HYDROCODON,3113336.167,13936.0,693618.81,678514.82,15103.99
112324,FFSU,XX,64376.0,640.0,40.0,20131.0,HYDROCODON,96554.0,491.0,26888.57,25625.71,1262.86
112325,FFSU,XX,64376.0,640.0,40.0,20132.0,HYDROCODON,29841.0,166.0,8010.64,7600.14,410.5
112326,FFSU,XX,64376.0,640.0,40.0,20133.0,HYDROCODON,75818.0,416.0,20082.65,18623.46,1459.19
112327,FFSU,XX,64376.0,640.0,40.0,20134.0,HYDROCODON,78041.25,426.0,18649.43,18228.98,420.45
132116,MCOU,XX,45.0,640.0,65.0,20131.0,TOPAMAX   ,270.0,3.0,1313.52,1313.52,0.0
132117,MCOU,XX,45.0,640.0,65.0,20132.0,TOPAMAX   ,270.0,3.0,1313.52,1313.52,0.0
132118,MCOU,XX,45.0,640.0,65.0,20133.0,TOPAMAX   ,90.0,1.0,437.84,437.84,0.0
132119,MCOU,XX,45.0,640.0,65.0,20134.0,TOPAMAX   ,180.0,2.0,875.68,875.68,0.0
176905,MCOU,XX,713.0,640.0,15.0,20131.0,HALOBETASO,4920.0,158.0,5625.96,5582.13,43.83
176906,MCOU,XX,713.0,640.0,15.0,20132.0,HALOBETASO,5658.0,183.0,8712.41,8678.74,33.67
176907,MCOU,XX,713.0,640.0,15.0,20133.0,HALOBETASO,4240.0,135.0,11382.51,11370.01,12.5
176908,MCOU,XX,713.0,640.0,15.0,20134.0,HALOBETASO,4210.0,165.0,13987.91,13766.99,220.92
176909,MCOU,XX,713.0,640.0,86.0,20131.0,HALOBETASO,41970.0,743.0,39172.73,38835.26,337.47
176910,MCOU,XX,713.0,640.0,86.0,20132.0,HALOBETASO,42350.0,766.0,50140.4,49610.44,529.96
176911,MCOU,XX,713.0,640.0,86.0,20133.0,HALOBETASO,47860.0,867.0,112196.16,111582.74,613.42
176912,MCOU,XX,713.0,640.0,86.0,20134.0,HALOBETASO,42100.0,789.0,111182.61,111121.11,61.5
188625,MCOU,XX,13811.0,640.0,30.0,20134.0,ROPRINIROL,90.0,3.0,245.02,245.02,0.0
191829,MCOU,XX,17478.0,640.0,10.0,20131.0,FLURESS   ,3.0,3.0,30.64,30.64,0.0
191830,MCOU,XX,17478.0,640.0,10.0,20132.0,FLURESS   ,3.0,3.0,184.89,184.89,0.0
191831,MCOU,XX,17478.0,640.0,10.0,20133.0,FLURESS   ,1.0,1.0,3.9,3.9,0.0
191832,MCOU,XX,17478.0,640.0,10.0,20134.0,FLURESS   ,6.0,6.0,42.62,42.62,0.0
199661,MCOU,XX,38779.0,640.0,1.0,20131.0,SODIUM BIC,81.36,7.0,229.76,229.76,0.0
199662,MCOU,XX,38779.0,640.0,1.0,20132.0,SODIUM BIC,24.0,2.0,1.25,1.25,0.0
199663,MCOU,XX,38779.0,640.0,1.0,20133.0,SODIUM BIC,98.102,5.0,193.75,193.75,0.0
199664,MCOU,XX,38779.0,640.0,1.0,20134.0,SODIUM BIC,240.86900000000003,5.0,349.74,349.74,0.0
199665,MCOU,XX,38779.0,640.0,8.0,20131.0,SODIUM BIC,7310.818,125.0,3247.67,3247.67,0.0
199666,MCOU,XX,38779.0,640.0,8.0,20132.0,SODIUM BIC,95619.51199999999,400.0,71138.17,71116.17,22.0
199667,MCOU,XX,38779.0,640.0,8.0,20133.0,SODIUM BIC,63814.294,341.0,60660.62,60644.62,16.0
199668,MCOU,XX,38779.0,640.0,8.0,20134.0,SODIUM BIC,59110.307,387.0,58087.68,58001.69,85.99
199669,MCOU,XX,38779.0,640.0,9.0,20131.0,SODIUM BIC,896.085,7.0,213.9,213.9,0.0
199670,MCOU,XX,38779.0,640.0,9.0,20132.0,SODIUM BIC,748.175,14.0,69.8,69.8,0.0
199671,MCOU,XX,38779.0,640.0,9.0,20133.0,SODIUM BIC,1201.86,5.0,163.45,163.45,0.0
199672,MCOU,XX,38779.0,640.0,9.0,20134.0,SODIUM BIC,388.18699999999995,4.0,74.46,74.46,0.0
205282,MCOU,XX,49230.0,640.0,21.0,20131.0,PHOSLO 667,563.0,3.0,402.57,396.57,6.0
205283,MCOU,XX,49230.0,640.0,21.0,20132.0,PHOSLO 667,902.0,5.0,452.02,449.02,3.0
205284,MCOU,XX,49230.0,640.0,21.0,20133.0,PHOSLO 667,272.0,2.0,185.08,184.08,1.0
205285,MCOU,XX,49230.0,640.0,21.0,20134.0,PHOSLO 667,64.0,5.0,5097.58,5097.58,0.0
208466,MCOU,XX,49884.0,640.0,1.0,20131.0,METHIMAZOL,319833.565,6251.0,82140.81,81004.99,1135.82
208467,MCOU,XX,49884.0,640.0,1.0,20132.0,METHIMAZOL,297446.0,6455.0,62410.98,61389.43,1021.55
208468,MCOU,XX,49884.0,640.0,1.0,20133.0,METHIMAZOL,286614.5,6332.0,58558.38,57680.49,877.89
208469,MCOU,XX,49884.0,640.0,1.0,20134.0,METHIMAZOL,292902.895,6478.0,58265.37,57321.14,944.23
208470,MCOU,XX,49884.0,640.0,5.0,20131.0,METHIMAZOL,210.0,6.0,54.42,54.42,0.0
208471,MCOU,XX,49884.0,640.0,5.0,20132.0,METHIMAZOL,60.0,2.0,16.82,16.82,0.0
208472,MCOU,XX,49884.0,640.0,5.0,20133.0,METHIMAZOL,120.0,4.0,17.34,17.34,0.0
208473,MCOU,XX,49884.0,640.0,5.0,20134.0,METHIMAZOL,210.0,7.0,35.48,34.48,1.0
210830,MCOU,XX,50458.0,640.0,65.0,20131.0,TOPAMAX 50,61770.09,808.0,412323.18,390096.98,22226.2
210831,MCOU,XX,50458.0,640.0,65.0,20132.0,TOPAMAX 50,58866.0,797.0,409068.76,395246.73,13822.03
210832,MCOU,XX,50458.0,640.0,65.0,20133.0,TOPAMAX 50,61473.0,830.0,439377.15,420661.25,18715.9
210833,MCOU,XX,50458.0,640.0,65.0,20134.0,TOPAMAX 50,58480.0,788.0,408685.37,392593.13,16092.24
220403,MCOU,XX,55111.0,640.0,1.0,20131.0,MEPROBAMAT,3090.0,45.0,3183.49,3175.19,8.3
220404,MCOU,XX,55111.0,640.0,1.0,20132.0,MEPROBAMAT,2527.0,26.0,3067.02,3034.56,32.46
220405,MCOU,XX,55111.0,640.0,1.0,20133.0,MEPROBAMAT,1860.0,18.0,3511.7,3418.04,93.66
220406,MCOU,XX,55111.0,640.0,1.0,20134.0,MEPROBAMAT,1620.0,15.0,3857.4,3797.85,59.55
223787,MCOU,XX,59148.0,640.0,23.0,20131.0,ABILIFY DI,8991.0,258.0,230089.71,223795.4,6294.31
223788,MCOU,XX,59148.0,640.0,23.0,20132.0,ABILIFY DI,10652.0,309.0,277092.55,267882.16,9210.39
223789,MCOU,XX,59148.0,640.0,23.0,20133.0,ABILIFY DI,9149.0,250.0,243971.74,231464.64,12507.1
223790,MCOU,XX,59148.0,640.0,23.0,20134.0,ABILIFY DI,10260.0,281.0,272764.56,259929.11,12835.45
231721,MCOU,XX,62037.0,640.0,1.0,20131.0,OMEPRAZOLE,192803.45,5840.0,101969.56,100827.24,1142.32
231722,MCOU,XX,62037.0,640.0,1.0,20132.0,OMEPRAZOLE,203563.0,6440.0,96310.54,94115.87,2194.67
231723,MCOU,XX,62037.0,640.0,1.0,20133.0,OMEPRAZOLE,221335.3,7101.0,97589.19,96964.89,624.3
231724,MCOU,XX,62037.0,640.0,1.0,20134.0,OMEPRAZOLE,222522.85,7039.0,98424.96,97379.2,1045.76
231725,MCOU,XX,62037.0,640.0,10.0,20131.0,OMEPRAZOLE,109978.6,3546.0,57691.6,57076.24,615.36
231726,MCOU,XX,62037.0,640.0,10.0,20132.0,OMEPRAZOLE,175402.0,5615.0,92926.35,91891.69,1034.66
231727,MCOU,XX,62037.0,640.0,10.0,20133.0,OMEPRAZOLE,144903.0,4617.0,69486.92,68976.99,509.93
231728,MCOU,XX,62037.0,640.0,10.0,20134.0,OMEPRAZOLE,170058.97,5405.0,90422.58,89799.52,623.06
231729,MCOU,XX,62037.0,640.0,30.0,20131.0,OMEPRAZOLE,477353.698,14463.0,237267.52,236233.28,1034.24
231730,MCOU,XX,62037.0,640.0,30.0,20132.0,OMEPRAZOLE,323254.0,10447.0,147508.34,146438.17,1070.17
231731,MCOU,XX,62037.0,640.0,30.0,20133.0,OMEPRAZOLE,262988.87899999996,8491.0,121795.04,121324.54,470.5
231732,MCOU,XX,62037.0,640.0,30.0,20134.0,OMEPRAZOLE,264004.67,8517.0,115477.76,114948.34,529.42
239112,MCOU,XX,64376.0,640.0,16.0,20131.0,HYDROCODON,73517.24799999999,264.0,22150.24,22093.55,56.69
239113,MCOU,XX,64376.0,640.0,16.0,20132.0,HYDROCODON,177587.318,832.0,42041.92,41985.33,56.59
239114,MCOU,XX,64376.0,640.0,16.0,20133.0,HYDROCODON,754534.7159999999,3747.0,196153.27,195644.56,508.71
239115,MCOU,XX,64376.0,640.0,16.0,20134.0,HYDROCODON,1785434.9619999998,8567.0,396024.26,392678.16,3346.1
239116,MCOU,XX,64376.0,640.0,40.0,20131.0,HYDROCODON,73204.0,411.0,19134.52,19055.02,79.5
239117,MCOU,XX,64376.0,640.0,40.0,20132.0,HYDROCODON,21445.0,138.0,5586.93,5584.93,2.0
239118,MCOU,XX,64376.0,640.0,40.0,20133.0,HYDROCODON,48689.0,299.0,12231.14,12147.61,83.53
239119,MCOU,XX,64376.0,640.0,40.0,20134.0,HYDROCODON,56884.0,354.0,14044.43,13908.39,136.04
6921,FFSU,XX,64.0,650.0,1.0,20131.0,MITRAZOL 2,780.3,25.0,301.49,284.99,16.5
6922,FFSU,XX,64.0,650.0,1.0,20132.0,MITRAZOL 2,600.0,18.0,188.45,183.95,4.5
6923,FFSU,XX,64.0,650.0,1.0,20133.0,MITRAZOL 2,222.0,5.0,40.68,35.68,5.0
6924,FFSU,XX,64.0,650.0,1.0,20134.0,MITRAZOL  ,90.0,2.0,29.63,29.63,0.0
24481,FFSU,XX,187.0,650.0,42.0,20131.0,OXSORALEN-,1117.0,33.0,52910.18,50517.47,2392.71
24482,FFSU,XX,187.0,650.0,42.0,20132.0,OXSORALEN-,1415.0,43.0,80987.19,80928.54,58.65
24483,FFSU,XX,187.0,650.0,42.0,20133.0,OXSORALEN-,1682.0,46.0,96741.34,96701.74,39.6
24484,FFSU,XX,187.0,650.0,42.0,20134.0,OXSORALEN-,1192.0,38.0,67142.58,64983.01,2159.57
38381,FFSU,XX,517.0,650.0,1.0,20133.0,INJECTAFER,2.0,2.0,1512.0,1512.0,0.0
38382,FFSU,XX,517.0,650.0,1.0,20134.0,INJECTAFER,32.0,4.0,1911.75,1911.75,0.0
39412,FFSU,XX,536.0,650.0,85.0,20131.0,FERROUS SU,362797.43700000003,1344.0,5178.93,5070.43,108.5
39413,FFSU,XX,536.0,650.0,85.0,20132.0,FERROUS SU,260777.0,1074.0,3359.58,3303.08,56.5
39414,FFSU,XX,536.0,650.0,85.0,20133.0,FERROUS SU,160424.104,693.0,3319.7,3254.54,65.16
39415,FFSU,XX,536.0,650.0,85.0,20134.0,FERROUS SU,110534.0,458.0,1695.62,1662.33,33.29
58596,FFSU,XX,10337.0,650.0,10.0,20131.0,CARMOL 10 ,180.0,1.0,21.73,21.73,0.0
58597,FFSU,XX,10337.0,650.0,10.0,20132.0,CARMOL 10 ,417.0,2.0,40.1,40.1,0.0
58598,FFSU,XX,10337.0,650.0,10.0,20133.0,CARMOL 10 ,357.0,3.0,33.41,33.41,0.0
58599,FFSU,XX,10337.0,650.0,10.0,20134.0,CARMOL 10 ,536.0,3.0,46.61,46.61,0.0
61911,FFSU,XX,15370.0,650.0,10.0,20131.0,RHINOFLEX-,1740.0,44.0,1204.6,1140.48,64.12
61912,FFSU,XX,15370.0,650.0,10.0,20132.0,RHINOFLEX-,1505.0,35.0,1008.46,959.78,48.68
61913,FFSU,XX,15370.0,650.0,10.0,20133.0,RHINOFLEX-,1140.0,28.0,760.39,725.62,34.77
61914,FFSU,XX,15370.0,650.0,10.0,20134.0,RHINOFLEX-,487.0,15.0,340.84,321.85,18.99
70933,FFSU,XX,37205.0,650.0,65.0,20131.0,LDR ALLER-,8906.0,296.0,7235.26,6855.06,380.2
70934,FFSU,XX,37205.0,650.0,65.0,20132.0,LDR ALLER-,9205.0,303.0,7181.46,6888.17,293.29
70935,FFSU,XX,37205.0,650.0,65.0,20133.0,LDR ALLER-,9864.0,326.0,7605.66,7254.18,351.48
70936,FFSU,XX,37205.0,650.0,65.0,20134.0,LDR ALLER-,9589.0,314.0,7316.28,6919.59,396.69
70937,FFSU,XX,37205.0,650.0,88.0,20131.0,LDR ALLER-,794.0,28.0,638.45,630.45,8.0
70938,FFSU,XX,37205.0,650.0,88.0,20132.0,LDR ALLER-,916.0,33.0,779.37,736.6,42.77
70939,FFSU,XX,37205.0,650.0,88.0,20133.0,LDR ALLER-,632.0,21.0,547.16,536.76,10.4
70940,FFSU,XX,37205.0,650.0,88.0,20134.0,LDR ALLER-,605.0,20.0,497.38,494.78,2.6
76738,FFSU,XX,45802.0,650.0,65.0,20131.0,LORATADINE,315762.0,10196.0,90873.84,89835.69,1038.15
76739,FFSU,XX,45802.0,650.0,65.0,20132.0,LORATADINE,359275.0,11606.0,87230.51,86088.72,1141.79
76740,FFSU,XX,45802.0,650.0,65.0,20133.0,LORATADINE,320593.0,10287.0,94702.85,93882.59,820.26
76741,FFSU,XX,45802.0,650.0,65.0,20134.0,LORATADINE,206894.0,6763.0,85103.51,84457.25,646.26
76742,FFSU,XX,45802.0,650.0,78.0,20131.0,LORATADINE,639089.0,19679.0,136488.72,131366.8,5121.92
76743,FFSU,XX,45802.0,650.0,78.0,20132.0,LORATADINE,717761.0,22530.0,148398.28,145654.0,2744.28
76744,FFSU,XX,45802.0,650.0,78.0,20133.0,LORATADINE,705078.5,21436.0,149438.56,146865.03,2573.53
76745,FFSU,XX,45802.0,650.0,78.0,20134.0,LORATADINE,659955.5,20315.0,142656.59,140259.8,2396.79
76746,FFSU,XX,45802.0,650.0,87.0,20131.0,LORATADINE,9687223.509,308656.0,2167352.07,2130440.83,36911.24
76747,FFSU,XX,45802.0,650.0,87.0,20132.0,LORATADINE,11462807.854,363192.0,2535145.27,2489291.39,45853.88
76748,FFSU,XX,45802.0,650.0,87.0,20133.0,LORATADINE,11177539.013,349799.0,2506147.93,2463817.93,42330.0
76749,FFSU,XX,45802.0,650.0,87.0,20134.0,LORATADINE,10444436.707,330314.0,2341735.6,2300170.64,41564.96
81469,FFSU,XX,49884.0,650.0,1.0,20132.0,NABUMETONE,148.0,4.0,87.56,87.56,0.0
81470,FFSU,XX,49884.0,650.0,5.0,20132.0,NABUMETONE,64.0,2.0,36.55,36.55,0.0
83860,FFSU,XX,50458.0,650.0,10.0,20131.0,ULTRACET H,4.0,1.0,3.16,3.16,0.0
83861,FFSU,XX,50458.0,650.0,10.0,20132.0,ULTRACET  ,2.0,1.0,2.86,2.86,0.0
83862,FFSU,XX,50458.0,650.0,10.0,20133.0,ULTRACET H,3.0,1.0,3.52,3.52,0.0
83863,FFSU,XX,50458.0,650.0,10.0,20134.0,ULTRACET H,7.0,4.0,17.49,17.49,0.0
83864,FFSU,XX,50458.0,650.0,60.0,20131.0,ULTRACET  ,610.0,7.0,986.85,984.85,2.0
83865,FFSU,XX,50458.0,650.0,60.0,20132.0,ULTRACET  ,240.0,5.0,161.3,67.44,93.86
83866,FFSU,XX,50458.0,650.0,60.0,20133.0,ULTRACET T,221.0,3.0,221.79,221.79,0.0
83867,FFSU,XX,50458.0,650.0,60.0,20134.0,ULTRACET  ,690.0,5.0,228.04,227.04,1.0
91287,FFSU,XX,53489.0,650.0,7.0,20131.0,TEMAZEPAM ,928.0,29.0,6126.95,5694.59,432.36
91288,FFSU,XX,53489.0,650.0,7.0,20132.0,TEMAZEPAM ,1002.0,28.0,6648.92,6325.0,323.92
91289,FFSU,XX,53489.0,650.0,7.0,20133.0,TEMAZEPAM ,658.0,20.0,4205.2,4188.65,16.55
